carId,modelName,brandName,modelYear,color
685,Montero,Mitsubishi,1999,Pink
686,B-Series,Mazda,1989,Yellow
687,Metro,Geo,1992,Indigo
688,911,Porsche,2002,Violet
689,MR2,Toyota,2005,Indigo
690,Cayman,Porsche,2012,Red
691,EX,Infiniti,2010,Red
692,Elise,Lotus,2009,Red
693,XC70,Volvo,2010,Indigo
694,F250,Ford,2002,Violet
695,3 Series,BMW,2012,Crimson
696,MX-5,Mazda,1994,Turquoise
697,Tiburon,Hyundai,2003,Mauv
698,3000GT,Mitsubishi,1992,Turquoise
699,4000s,Audi,1985,Turquoise
700,Taurus,Ford,2006,Yellow
701,Rally Wagon G3500,GMC,1996,Pink
702,Diablo,Lamborghini,1995,Maroon
703,Cutlass Cruiser,Oldsmobile,1993,Purple
704,Eurovan,Volkswagen,1999,Violet
705,Cherokee,Jeep,2000,Red
706,G,Infiniti,2002,Indigo
707,Escape,Ford,2003,Teal
708,Festiva,Ford,1988,Purple
709,Grand Cherokee,Jeep,2006,Pink
710,Tempo,Ford,1989,Turquoise
711,S-Class,Mercedes-Benz,2003,Goldenrod
712,W201,Mercedes-Benz,1990,Green
713,Land Cruiser,Toyota,1993,Turquoise
714,Ranger,Ford,2000,Indigo
715,CLK-Class,Mercedes-Benz,2006,Green
716,MX-6,Mazda,1996,Puce
717,Cobalt,Chevrolet,2006,Violet
718,Eldorado,Cadillac,1998,Red
719,Optima,Kia,2007,Pink
720,California,Ferrari,2010,Turquoise
721,Sebring,Chrysler,1996,Aquamarine
722,MX-5,Mazda,2000,Blue
723,9-3,Saab,2001,Violet
724,X6 M,BMW,2011,Blue
725,i-280,Isuzu,2006,Green
726,Elise,Lotus,2007,Fuscia
727,F150,Ford,1999,Pink
728,Taurus,Ford,2006,Goldenrod
729,Imperial,Chrysler,1926,Violet
730,Ram Van 3500,Dodge,1998,Mauv
731,Sonoma,GMC,1993,Mauv
732,SJ,Suzuki,1988,Goldenrod
733,Mirage,Mitsubishi,1993,Crimson
734,G6,Pontiac,2006,Mauv
735,Caravan,Dodge,2001,Violet
736,Express 1500,Chevrolet,1999,Blue
737,Bronco,Ford,1988,Yellow
738,Cavalier,Chevrolet,1992,Turquoise
739,X-Type,Jaguar,2006,Green
740,Focus,Ford,2006,Fuscia
741,IS F,Lexus,2009,Goldenrod
742,Legend,Acura,1987,Yellow
743,Ram 3500,Dodge,2004,Green
744,MX-5,Mazda,2010,Pink
745,CTS,Cadillac,2005,Aquamarine
746,Highlander,Toyota,2010,Blue
747,200SX,Nissan,1995,Pink
748,98,Oldsmobile,1992,Teal
749,Odyssey,Honda,1999,Pink
750,CC,Volkswagen,2009,Violet
751,CL-Class,Mercedes-Benz,1999,Green
752,4Runner,Toyota,2003,Blue
753,LX,Lexus,2010,Turquoise
754,Spectra,Kia,2009,Blue
755,Savana 3500,GMC,1999,Blue
756,Mustang,Ford,2006,Indigo
757,Elise,Lotus,2006,Turquoise
758,Diablo,Lamborghini,1998,Fuscia
759,Ram 3500,Dodge,2005,Violet
760,Villager,Mercury,1995,Violet
761,Tempo,Ford,1985,Khaki
762,Range Rover,Land Rover,2012,Goldenrod
763,CT,Lexus,2012,Maroon
764,B-Series Plus,Mazda,1998,Purple
765,4000s,Audi,1985,Goldenrod
766,325,BMW,2004,Purple
767,D350 Club,Dodge,1993,Blue
768,Regal,Buick,2003,Red
769,Viper,Dodge,1992,Indigo
770,Optima,Kia,2004,Blue
771,Cooper Clubman,MINI,2008,Khaki
772,Suburban 2500,Chevrolet,2008,Khaki
773,207,Peugeot,2007,Blue
774,Bronco,Ford,1985,Fuscia
775,2500,GMC,1996,Violet
776,Express 1500,Chevrolet,1999,Goldenrod
777,HHR,Chevrolet,2011,Blue
778,Protege,Mazda,1999,Green
779,XC70,Volvo,2012,Aquamarine
780,Safari,Pontiac,1987,Aquamarine
781,4Runner,Toyota,1994,Pink
782,5 Series,BMW,1992,Pink
783,Yukon XL 1500,GMC,2013,Indigo
784,4000CS Quattro,Audi,1987,Mauv
785,Mustang,Ford,1964,Blue
786,H1,Hummer,1993,Violet
787,Amigo,Isuzu,1999,Crimson
788,C-Class,Mercedes-Benz,2002,Puce
789,Mustang,Ford,1966,Violet
790,S-Type,Jaguar,2007,Pink
791,Solara,Toyota,2001,Red
792,TL,Acura,2010,Blue
793,Talon,Eagle,1991,Turquoise
794,Yukon XL 1500,GMC,2006,Blue
795,Miata MX-5,Mazda,2008,Blue
796,Lancer Evolution,Mitsubishi,2004,Turquoise
797,Accent,Hyundai,1995,Goldenrod
798,9-3,Saab,2006,Pink
799,Pajero,Mitsubishi,2000,Violet
800,S4,Audi,1992,Green
801,Diablo,Lamborghini,1992,Green
802,Parisienne,Pontiac,1985,Maroon
803,Blazer,Chevrolet,2004,Purple
804,Malibu,Chevrolet,2013,Puce
805,Aventador,Lamborghini,2012,Aquamarine
806,C-Class,Mercedes-Benz,2010,Red
807,CTS,Cadillac,2011,Red
808,4Runner,Toyota,2010,Yellow
809,F250,Ford,2000,Green
810,Park Avenue,Buick,1994,Orange
811,SRX,Cadillac,2012,Goldenrod
812,HS,Lexus,2011,Red
813,Enclave,Buick,2010,Goldenrod
814,940,Volvo,1995,Puce
815,Vision,Eagle,1993,Indigo
816,Panamera,Porsche,2010,Teal
817,G,Infiniti,1999,Fuscia
818,Galant,Mitsubishi,1988,Violet
819,Dakota Club,Dodge,1997,Fuscia
820,Monterey,Mercury,2007,Yellow
821,Golf,Volkswagen,1996,Fuscia
822,Justy,Subaru,1994,Crimson
823,Murano,Nissan,2009,Violet
824,Century,Buick,1989,Yellow
825,Civic,Honda,2000,Goldenrod
826,Pathfinder,Nissan,1994,Indigo
827,Golf,Volkswagen,2010,Yellow
828,Esteem,Suzuki,1995,Crimson
829,DB9,Aston Martin,2006,Crimson
830,G5,Pontiac,2008,Violet
831,Yukon XL 1500,GMC,2009,Purple
832,DeVille,Cadillac,2005,Turquoise
833,Grand Am,Pontiac,1985,Teal
834,Durango,Dodge,2007,Turquoise
835,V8,Audi,1994,Crimson
836,F250,Ford,2006,Green
837,Range Rover,Land Rover,1998,Turquoise
838,Rodeo,Isuzu,2001,Yellow
839,Ion,Saturn,2004,Teal
840,Tiburon,Hyundai,1997,Khaki
841,Econoline E350,Ford,1996,Blue
842,LeMans,Pontiac,1993,Mauv
843,Avalanche 1500,Chevrolet,2006,Blue
844,QX,Infiniti,2000,Blue
845,B9 Tribeca,Subaru,2006,Red
846,Sable,Mercury,2008,Khaki
847,M,Infiniti,2012,Indigo
848,Sunfire,Pontiac,1998,Teal
849,Yukon XL 1500,GMC,2003,Puce
850,F150,Ford,2001,Teal
851,RX-7,Mazda,1990,Puce
852,Sentra,Nissan,2004,Teal
853,SJ,Suzuki,1985,Orange
854,MR2,Toyota,1985,Puce
855,S-Series,Saturn,1993,Goldenrod
856,Venture,Chevrolet,2003,Purple
857,Vandura 1500,GMC,1994,Blue
858,Miata MX-5,Mazda,2011,Violet
859,2500,GMC,1996,Khaki
860,Grand Caravan,Dodge,2007,Violet
861,Prelude,Honda,1984,Violet
862,Tiguan,Volkswagen,2012,Orange
863,Azera,Hyundai,2011,Pink
864,Sienna,Toyota,1999,Indigo
865,Impreza,Subaru,2012,Yellow
866,LS,Lexus,2012,Mauv
867,Cherokee,Jeep,1994,Purple
868,Civic,Honda,1999,Green
869,Town Car,Lincoln,1995,Purple
870,Monte Carlo,Chevrolet,2001,Khaki
871,Century,Buick,2002,Red
872,Fox,Volkswagen,1987,Puce
873,Outlander,Mitsubishi,2008,Orange
874,Equinox,Chevrolet,2012,Teal
875,Diablo,Lamborghini,2000,Aquamarine
876,Caprice Classic,Chevrolet,1993,Red
877,Tacoma Xtra,Toyota,1999,Pink
878,A6,Audi,2006,Goldenrod
879,Altima,Nissan,1995,Goldenrod
880,S2000,Honda,2008,Purple
881,GTI,Volkswagen,2011,Indigo
882,Camry Solara,Toyota,2007,Pink
883,Amigo,Isuzu,1993,Khaki
884,Suburban 1500,Chevrolet,1998,Pink
885,Ram 2500,Dodge,2001,Orange
886,Envoy,GMC,1998,Orange
887,Sonata,Hyundai,2004,Turquoise
888,4Runner,Toyota,2003,Red
889,XJ,Jaguar,2007,Turquoise
890,Express,Chevrolet,2010,Violet
891,Yukon,GMC,2007,Indigo
892,H2,Hummer,2008,Khaki
893,Accord,Honda,1991,Red
894,Mark VIII,Lincoln,1994,Red
895,Navigator L,Lincoln,2011,Orange
896,Econoline E350,Ford,1998,Khaki
897,Escalade,Cadillac,2008,Khaki
898,5 Series,BMW,2002,Violet
899,Cabriolet,Audi,1996,Green
900,RX,Lexus,2000,Aquamarine
901,Grand Marquis,Mercury,1999,Khaki
902,Ram 1500,Dodge,1998,Maroon
903,3 Series,BMW,1995,Maroon
904,Savana Cargo Van,GMC,2006,Teal
905,Astro,Chevrolet,1993,Puce
906,Ridgeline,Honda,2006,Fuscia
907,Yukon XL 1500,GMC,2004,Red
908,H2,Hummer,2007,Puce
909,Town Car,Lincoln,2009,Puce
910,XC70,Volvo,2004,Indigo
911,Elise,Lotus,2007,Purple
912,Probe,Ford,1995,Goldenrod
913,Q,Infiniti,2003,Violet
914,5 Series,BMW,1994,Indigo
915,Taurus,Ford,1986,Purple
916,Quattro,Audi,1993,Turquoise
917,Silverado 1500,Chevrolet,2007,Yellow
918,RX,Lexus,2007,Fuscia
919,Silverado,Chevrolet,2006,Orange
920,5 Series,BMW,2004,Puce
921,2500,Chevrolet,1996,Aquamarine
922,Dakota,Dodge,2005,Blue
923,S-Class,Mercedes-Benz,2003,Indigo
924,9-3,Saab,2001,Yellow
925,Previa,Toyota,1993,Goldenrod
926,C-MAX Hybrid,Ford,2013,Puce
927,Navigator,Lincoln,1998,Puce
928,LeSabre,Buick,1999,Turquoise
929,Silverado 3500,Chevrolet,2005,Fuscia
930,X3,BMW,2012,Crimson
931,Scirocco,Volkswagen,1986,Indigo
932,Yukon,GMC,2001,Pink
933,Expedition,Ford,2007,Red
934,Neon,Dodge,2003,Orange
935,MDX,Acura,2007,Blue
936,Fiero,Pontiac,1988,Purple
937,Century,Buick,1997,Blue
938,Avalanche,Chevrolet,2011,Mauv
939,Murciélago,Lamborghini,2009,Mauv
940,Mustang,Ford,1991,Mauv
941,V70,Volvo,2001,Aquamarine
942,E-Class,Mercedes-Benz,1994,Red
943,M5,BMW,2006,Yellow
944,Tempo,Ford,1984,Maroon
945,Aveo,Chevrolet,2007,Puce
946,XK,Jaguar,2010,Pink
947,Corolla,Toyota,2005,Turquoise
948,Eos,Volkswagen,2009,Pink
949,Premier,Eagle,1992,Indigo
950,XC60,Volvo,2011,Purple
951,Santa Fe,Hyundai,2004,Maroon
952,Accord,Honda,1994,Orange
953,Town & Country,Chrysler,2010,Purple
954,Trooper,Isuzu,1997,Green
955,Mirage,Mitsubishi,1993,Maroon
956,Aura,Saturn,2007,Purple
957,F350,Ford,2006,Purple
958,Jetta,Volkswagen,2002,Fuscia
959,Yukon,GMC,2006,Orange
960,Mazda5,Mazda,2009,Pink
961,B2500,Mazda,2001,Pink
962,Grand Prix,Pontiac,1967,Goldenrod
963,riolet,Audi,1995,Purple
964,Minx Magnificent,Hillman,1950,Crimson
965,Solara,Toyota,2008,Yellow
966,Suburban 1500,Chevrolet,2009,Fuscia
967,Eclipse,Mitsubishi,1993,Khaki
968,Elise,Lotus,2006,Aquamarine
969,Focus,Ford,2001,Mauv
970,Aspire,Ford,1996,Violet
971,Sienna,Toyota,2012,Khaki
972,HED-5,Hyundai,2012,Puce
973,Grand Prix,Pontiac,1991,Fuscia
974,944,Porsche,1990,Green
975,Passat,Volkswagen,1996,Turquoise
976,Sorento,Kia,2012,Orange
977,Corvette,Chevrolet,1996,Yellow
978,CTS,Cadillac,2010,Blue
979,Grand Prix,Pontiac,1968,Purple
980,Azure,Bentley,2010,Puce
981,Town Car,Lincoln,1990,Green
982,Sonata,Hyundai,2000,Yellow
983,3500 Club Coupe,GMC,1995,Turquoise
984,Vandura 2500,GMC,1994,Mauv
985,Accent,Hyundai,1998,Fuscia
986,LS,Lexus,1997,Green
987,Grand Marquis,Mercury,2008,Maroon
988,Caliber,Dodge,2009,Orange
989,Aztek,Pontiac,2004,Violet
990,Ridgeline,Honda,2012,Maroon
991,S10,Chevrolet,2002,Green
992,Escalade ESV,Cadillac,2010,Khaki
993,Imperial,Chrysler,1992,Orange
994,E-Series,Ford,2008,Yellow
995,Sephia,Kia,2001,Maroon
996,Scoupe,Hyundai,1993,Red
997,Jetta,Volkswagen,2008,Maroon
998,M5,BMW,2008,Orange
999,del Sol,Honda,1997,Yellow
1000,MPV,Mazda,1996,Mauv
